ID,METER,FP1P,FP1S,FP2P,FP2S,FP3P,FP3S,FP4P,FP4S,SP1P,SP1S,SP2P,SP2S,SP3P,SP3S,SP4P,SP4S
25989,rajaz_complete,mofta'ilon,LSSL,mostaf'ilon,LLSL,mofta'ilo,LSSS,,,mafaa'ilon,SLSL,mafaa'ilon,SLSL,mofta'ilon,LSSL,,
25992,rajaz_complete,mofta'ilon,LSSL,mostaf'ilon,LLSL,mofta'ilo,LSSS,,,mafaa'ilon,SLSL,mafaa'ilon,SLSL,mafaa'ilon,SLSL,,
25993,rajaz_complete,mofta'ilon,LSSL,mostaf'ilon,LLSL,mofta'ilo,LSSS,,,mafaa'ilon,SLSL,mafaa'ilon,SLSL,mostaf'ilon,LLSL,,
25996,rajaz_complete,mofta'ilon,LSSL,mostaf'ilon,LLSL,mofta'ilo,LSSS,,,mafaa'ilon,SLSL,mostaf'ilon,LLSL,mofta'ilon,LSSL,,
25999,rajaz_complete,mofta'ilon,LSSL,mostaf'ilon,LLSL,mofta'ilo,LSSS,,,mafaa'ilon,SLSL,mostaf'ilon,LLSL,mafaa'ilon,SLSL,,
26000,rajaz_complete,mofta'ilon,LSSL,mostaf'ilon,LLSL,mofta'ilo,LSSS,,,mafaa'ilon,SLSL,mostaf'ilon,LLSL,mostaf'ilon,LLSL,,
26003,rajaz_complete,mofta'ilon,LSSL,mostaf'ilon,LLSL,mofta'ilo,LSSS,,,mostaf'ilon,LLSL,fa'ilaton,SSSL,mofta'ilon,LSSL,,
26006,rajaz_complete,mofta'ilon,LSSL,mostaf'ilon,LLSL,mofta'ilo,LSSS,,,mostaf'ilon,LLSL,fa'ilaton,SSSL,mafaa'ilon,SLSL,,
26007,rajaz_complete,mofta'ilon,LSSL,mostaf'ilon,LLSL,mofta'ilo,LSSS,,,mostaf'ilon,LLSL,fa'ilaton,SSSL,mostaf'ilon,LLSL,,
26010,rajaz_complete,mofta'ilon,LSSL,mostaf'ilon,LLSL,mofta'ilo,LSSS,,,mostaf'ilon,LLSL,mofta'ilon,LSSL,mofta'ilon,LSSL,,
26013,rajaz_complete,mofta'ilon,LSSL,mostaf'ilon,LLSL,mofta'ilo,LSSS,,,mostaf'ilon,LLSL,mofta'ilon,LSSL,mafaa'ilon,SLSL,,
26014,rajaz_complete,mofta'ilon,LSSL,mostaf'ilon,LLSL,mofta'ilo,LSSS,,,mostaf'ilon,LLSL,mofta'ilon,LSSL,mostaf'ilon,LLSL,,
26017,rajaz_complete,mofta'ilon,LSSL,mostaf'ilon,LLSL,mofta'ilo,LSSS,,,mostaf'ilon,LLSL,mafaa'ilon,SLSL,mofta'ilon,LSSL,,
26020,rajaz_complete,mofta'ilon,LSSL,mostaf'ilon,LLSL,mofta'ilo,LSSS,,,mostaf'ilon,LLSL,mafaa'ilon,SLSL,mafaa'ilon,SLSL,,
26021,rajaz_complete,mofta'ilon,LSSL,mostaf'ilon,LLSL,mofta'ilo,LSSS,,,mostaf'ilon,LLSL,mafaa'ilon,SLSL,mostaf'ilon,LLSL,,
26024,rajaz_complete,mofta'ilon,LSSL,mostaf'ilon,LLSL,mofta'ilo,LSSS,,,mostaf'ilon,LLSL,mostaf'ilon,LLSL,mofta'ilon,LSSL,,
26027,rajaz_complete,mofta'ilon,LSSL,mostaf'ilon,LLSL,mofta'ilo,LSSS,,,mostaf'ilon,LLSL,mostaf'ilon,LLSL,mafaa'ilon,SLSL,,
26028,rajaz_complete,mofta'ilon,LSSL,mostaf'ilon,LLSL,mofta'ilo,LSSS,,,mostaf'ilon,LLSL,mostaf'ilon,LLSL,mostaf'ilon,LLSL,,
26029,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,maf'oolaan,LLLA,,,fa'ilaton,SSSL,fa'ilaton,SSSL,maf'oolaan,LLLA,,
26030,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,maf'oolaan,LLLA,,,fa'ilaton,SSSL,fa'ilaton,SSSL,fa'oolaan,SLLA,,
26036,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,maf'oolaan,LLLA,,,fa'ilaton,SSSL,mofta'ilon,LSSL,maf'oolaan,LLLA,,
26037,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,maf'oolaan,LLLA,,,fa'ilaton,SSSL,mofta'ilon,LSSL,fa'oolaan,SLLA,,
26043,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,maf'oolaan,LLLA,,,fa'ilaton,SSSL,mafaa'ilon,SLSL,maf'oolaan,LLLA,,
26044,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,maf'oolaan,LLLA,,,fa'ilaton,SSSL,mafaa'ilon,SLSL,fa'oolaan,SLLA,,
26050,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,maf'oolaan,LLLA,,,fa'ilaton,SSSL,mostaf'ilon,LLSL,maf'oolaan,LLLA,,
26051,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,maf'oolaan,LLLA,,,fa'ilaton,SSSL,mostaf'ilon,LLSL,fa'oolaan,SLLA,,
26057,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,maf'oolaan,LLLA,,,mofta'ilon,LSSL,fa'ilaton,SSSL,maf'oolaan,LLLA,,
26058,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,maf'oolaan,LLLA,,,mofta'ilon,LSSL,fa'ilaton,SSSL,fa'oolaan,SLLA,,
26064,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,maf'oolaan,LLLA,,,mofta'ilon,LSSL,mofta'ilon,LSSL,maf'oolaan,LLLA,,
26065,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,maf'oolaan,LLLA,,,mofta'ilon,LSSL,mofta'ilon,LSSL,fa'oolaan,SLLA,,
26071,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,maf'oolaan,LLLA,,,mofta'ilon,LSSL,mafaa'ilon,SLSL,maf'oolaan,LLLA,,
26072,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,maf'oolaan,LLLA,,,mofta'ilon,LSSL,mafaa'ilon,SLSL,fa'oolaan,SLLA,,
26078,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,maf'oolaan,LLLA,,,mofta'ilon,LSSL,mostaf'ilon,LLSL,maf'oolaan,LLLA,,
26079,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,maf'oolaan,LLLA,,,mofta'ilon,LSSL,mostaf'ilon,LLSL,fa'oolaan,SLLA,,
26085,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,maf'oolaan,LLLA,,,mafaa'ilon,SLSL,fa'ilaton,SSSL,maf'oolaan,LLLA,,
26086,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,maf'oolaan,LLLA,,,mafaa'ilon,SLSL,fa'ilaton,SSSL,fa'oolaan,SLLA,,
26092,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,maf'oolaan,LLLA,,,mafaa'ilon,SLSL,mofta'ilon,LSSL,maf'oolaan,LLLA,,
26093,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,maf'oolaan,LLLA,,,mafaa'ilon,SLSL,mofta'ilon,LSSL,fa'oolaan,SLLA,,
26099,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,maf'oolaan,LLLA,,,mafaa'ilon,SLSL,mafaa'ilon,SLSL,maf'oolaan,LLLA,,
26100,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,maf'oolaan,LLLA,,,mafaa'ilon,SLSL,mafaa'ilon,SLSL,fa'oolaan,SLLA,,
26106,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,maf'oolaan,LLLA,,,mafaa'ilon,SLSL,mostaf'ilon,LLSL,maf'oolaan,LLLA,,
26107,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,maf'oolaan,LLLA,,,mafaa'ilon,SLSL,mostaf'ilon,LLSL,fa'oolaan,SLLA,,
26113,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,maf'oolaan,LLLA,,,mostaf'ilon,LLSL,fa'ilaton,SSSL,maf'oolaan,LLLA,,
26114,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,maf'oolaan,LLLA,,,mostaf'ilon,LLSL,fa'ilaton,SSSL,fa'oolaan,SLLA,,
26120,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,maf'oolaan,LLLA,,,mostaf'ilon,LLSL,mofta'ilon,LSSL,maf'oolaan,LLLA,,
26121,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,maf'oolaan,LLLA,,,mostaf'ilon,LLSL,mofta'ilon,LSSL,fa'oolaan,SLLA,,
26127,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,maf'oolaan,LLLA,,,mostaf'ilon,LLSL,mafaa'ilon,SLSL,maf'oolaan,LLLA,,
26128,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,maf'oolaan,LLLA,,,mostaf'ilon,LLSL,mafaa'ilon,SLSL,fa'oolaan,SLLA,,
26134,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,maf'oolaan,LLLA,,,mostaf'ilon,LLSL,mostaf'ilon,LLSL,maf'oolaan,LLLA,,
26135,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,maf'oolaan,LLLA,,,mostaf'ilon,LLSL,mostaf'ilon,LLSL,fa'oolaan,SLLA,,
26141,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,fa'oolaan,SLLA,,,fa'ilaton,SSSL,fa'ilaton,SSSL,maf'oolaan,LLLA,,
26142,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,fa'oolaan,SLLA,,,fa'ilaton,SSSL,fa'ilaton,SSSL,fa'oolaan,SLLA,,
26148,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,fa'oolaan,SLLA,,,fa'ilaton,SSSL,mofta'ilon,LSSL,maf'oolaan,LLLA,,
26149,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,fa'oolaan,SLLA,,,fa'ilaton,SSSL,mofta'ilon,LSSL,fa'oolaan,SLLA,,
26155,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,fa'oolaan,SLLA,,,fa'ilaton,SSSL,mafaa'ilon,SLSL,maf'oolaan,LLLA,,
26156,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,fa'oolaan,SLLA,,,fa'ilaton,SSSL,mafaa'ilon,SLSL,fa'oolaan,SLLA,,
26162,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,fa'oolaan,SLLA,,,fa'ilaton,SSSL,mostaf'ilon,LLSL,maf'oolaan,LLLA,,
26163,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,fa'oolaan,SLLA,,,fa'ilaton,SSSL,mostaf'ilon,LLSL,fa'oolaan,SLLA,,
26169,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,fa'oolaan,SLLA,,,mofta'ilon,LSSL,fa'ilaton,SSSL,maf'oolaan,LLLA,,
26170,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,fa'oolaan,SLLA,,,mofta'ilon,LSSL,fa'ilaton,SSSL,fa'oolaan,SLLA,,
26176,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,fa'oolaan,SLLA,,,mofta'ilon,LSSL,mofta'ilon,LSSL,maf'oolaan,LLLA,,
26177,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,fa'oolaan,SLLA,,,mofta'ilon,LSSL,mofta'ilon,LSSL,fa'oolaan,SLLA,,
26183,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,fa'oolaan,SLLA,,,mofta'ilon,LSSL,mafaa'ilon,SLSL,maf'oolaan,LLLA,,
26184,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,fa'oolaan,SLLA,,,mofta'ilon,LSSL,mafaa'ilon,SLSL,fa'oolaan,SLLA,,
26190,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,fa'oolaan,SLLA,,,mofta'ilon,LSSL,mostaf'ilon,LLSL,maf'oolaan,LLLA,,
26191,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,fa'oolaan,SLLA,,,mofta'ilon,LSSL,mostaf'ilon,LLSL,fa'oolaan,SLLA,,
26197,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,fa'oolaan,SLLA,,,mafaa'ilon,SLSL,fa'ilaton,SSSL,maf'oolaan,LLLA,,
26198,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,fa'oolaan,SLLA,,,mafaa'ilon,SLSL,fa'ilaton,SSSL,fa'oolaan,SLLA,,
26204,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,fa'oolaan,SLLA,,,mafaa'ilon,SLSL,mofta'ilon,LSSL,maf'oolaan,LLLA,,
26205,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,fa'oolaan,SLLA,,,mafaa'ilon,SLSL,mofta'ilon,LSSL,fa'oolaan,SLLA,,
26211,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,fa'oolaan,SLLA,,,mafaa'ilon,SLSL,mafaa'ilon,SLSL,maf'oolaan,LLLA,,
26212,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,fa'oolaan,SLLA,,,mafaa'ilon,SLSL,mafaa'ilon,SLSL,fa'oolaan,SLLA,,
26218,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,fa'oolaan,SLLA,,,mafaa'ilon,SLSL,mostaf'ilon,LLSL,maf'oolaan,LLLA,,
26219,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,fa'oolaan,SLLA,,,mafaa'ilon,SLSL,mostaf'ilon,LLSL,fa'oolaan,SLLA,,
26225,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,fa'oolaan,SLLA,,,mostaf'ilon,LLSL,fa'ilaton,SSSL,maf'oolaan,LLLA,,
26226,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,fa'oolaan,SLLA,,,mostaf'ilon,LLSL,fa'ilaton,SSSL,fa'oolaan,SLLA,,
26232,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,fa'oolaan,SLLA,,,mostaf'ilon,LLSL,mofta'ilon,LSSL,maf'oolaan,LLLA,,
26233,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,fa'oolaan,SLLA,,,mostaf'ilon,LLSL,mofta'ilon,LSSL,fa'oolaan,SLLA,,
26239,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,fa'oolaan,SLLA,,,mostaf'ilon,LLSL,mafaa'ilon,SLSL,maf'oolaan,LLLA,,
26240,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,fa'oolaan,SLLA,,,mostaf'ilon,LLSL,mafaa'ilon,SLSL,fa'oolaan,SLLA,,
26246,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,fa'oolaan,SLLA,,,mostaf'ilon,LLSL,mostaf'ilon,LLSL,maf'oolaan,LLLA,,
26247,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,fa'oolaan,SLLA,,,mostaf'ilon,LLSL,mostaf'ilon,LLSL,fa'oolaan,SLLA,,
26255,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,mofta'ilon,LSSL,,,fa'ilaton,SSSL,fa'ilaton,SSSL,mofta'ilon,LSSL,,
26258,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,mofta'ilon,LSSL,,,fa'ilaton,SSSL,fa'ilaton,SSSL,mafaa'ilon,SLSL,,
26259,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,mofta'ilon,LSSL,,,fa'ilaton,SSSL,fa'ilaton,SSSL,mostaf'ilon,LLSL,,
26262,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,mofta'ilon,LSSL,,,fa'ilaton,SSSL,mofta'ilon,LSSL,mofta'ilon,LSSL,,
26265,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,mofta'ilon,LSSL,,,fa'ilaton,SSSL,mofta'ilon,LSSL,mafaa'ilon,SLSL,,
26266,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,mofta'ilon,LSSL,,,fa'ilaton,SSSL,mofta'ilon,LSSL,mostaf'ilon,LLSL,,
26269,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,mofta'ilon,LSSL,,,fa'ilaton,SSSL,mafaa'ilon,SLSL,mofta'ilon,LSSL,,
26272,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,mofta'ilon,LSSL,,,fa'ilaton,SSSL,mafaa'ilon,SLSL,mafaa'ilon,SLSL,,
26273,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,mofta'ilon,LSSL,,,fa'ilaton,SSSL,mafaa'ilon,SLSL,mostaf'ilon,LLSL,,
26276,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,mofta'ilon,LSSL,,,fa'ilaton,SSSL,mostaf'ilon,LLSL,mofta'ilon,LSSL,,
26279,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,mofta'ilon,LSSL,,,fa'ilaton,SSSL,mostaf'ilon,LLSL,mafaa'ilon,SLSL,,
26280,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,mofta'ilon,LSSL,,,fa'ilaton,SSSL,mostaf'ilon,LLSL,mostaf'ilon,LLSL,,
26283,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,mofta'ilon,LSSL,,,mofta'ilon,LSSL,fa'ilaton,SSSL,mofta'ilon,LSSL,,
26286,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,mofta'ilon,LSSL,,,mofta'ilon,LSSL,fa'ilaton,SSSL,mafaa'ilon,SLSL,,
26287,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,mofta'ilon,LSSL,,,mofta'ilon,LSSL,fa'ilaton,SSSL,mostaf'ilon,LLSL,,
26290,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,mofta'ilon,LSSL,,,mofta'ilon,LSSL,mofta'ilon,LSSL,mofta'ilon,LSSL,,
26293,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,mofta'ilon,LSSL,,,mofta'ilon,LSSL,mofta'ilon,LSSL,mafaa'ilon,SLSL,,
26294,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,mofta'ilon,LSSL,,,mofta'ilon,LSSL,mofta'ilon,LSSL,mostaf'ilon,LLSL,,
26297,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,mofta'ilon,LSSL,,,mofta'ilon,LSSL,mafaa'ilon,SLSL,mofta'ilon,LSSL,,
26300,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,mofta'ilon,LSSL,,,mofta'ilon,LSSL,mafaa'ilon,SLSL,mafaa'ilon,SLSL,,
26301,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,mofta'ilon,LSSL,,,mofta'ilon,LSSL,mafaa'ilon,SLSL,mostaf'ilon,LLSL,,
26304,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,mofta'ilon,LSSL,,,mofta'ilon,LSSL,mostaf'ilon,LLSL,mofta'ilon,LSSL,,
26307,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,mofta'ilon,LSSL,,,mofta'ilon,LSSL,mostaf'ilon,LLSL,mafaa'ilon,SLSL,,
26308,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,mofta'ilon,LSSL,,,mofta'ilon,LSSL,mostaf'ilon,LLSL,mostaf'ilon,LLSL,,
26311,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,mofta'ilon,LSSL,,,mafaa'ilon,SLSL,fa'ilaton,SSSL,mofta'ilon,LSSL,,
26314,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,mofta'ilon,LSSL,,,mafaa'ilon,SLSL,fa'ilaton,SSSL,mafaa'ilon,SLSL,,
26315,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,mofta'ilon,LSSL,,,mafaa'ilon,SLSL,fa'ilaton,SSSL,mostaf'ilon,LLSL,,
26318,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,mofta'ilon,LSSL,,,mafaa'ilon,SLSL,mofta'ilon,LSSL,mofta'ilon,LSSL,,
26321,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,mofta'ilon,LSSL,,,mafaa'ilon,SLSL,mofta'ilon,LSSL,mafaa'ilon,SLSL,,
26322,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,mofta'ilon,LSSL,,,mafaa'ilon,SLSL,mofta'ilon,LSSL,mostaf'ilon,LLSL,,
26325,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,mofta'ilon,LSSL,,,mafaa'ilon,SLSL,mafaa'ilon,SLSL,mofta'ilon,LSSL,,
26328,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,mofta'ilon,LSSL,,,mafaa'ilon,SLSL,mafaa'ilon,SLSL,mafaa'ilon,SLSL,,
26329,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,mofta'ilon,LSSL,,,mafaa'ilon,SLSL,mafaa'ilon,SLSL,mostaf'ilon,LLSL,,
26332,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,mofta'ilon,LSSL,,,mafaa'ilon,SLSL,mostaf'ilon,LLSL,mofta'ilon,LSSL,,
26335,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,mofta'ilon,LSSL,,,mafaa'ilon,SLSL,mostaf'ilon,LLSL,mafaa'ilon,SLSL,,
26336,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,mofta'ilon,LSSL,,,mafaa'ilon,SLSL,mostaf'ilon,LLSL,mostaf'ilon,LLSL,,
26339,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,mofta'ilon,LSSL,,,mostaf'ilon,LLSL,fa'ilaton,SSSL,mofta'ilon,LSSL,,
26342,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,mofta'ilon,LSSL,,,mostaf'ilon,LLSL,fa'ilaton,SSSL,mafaa'ilon,SLSL,,
26343,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,mofta'ilon,LSSL,,,mostaf'ilon,LLSL,fa'ilaton,SSSL,mostaf'ilon,LLSL,,
26346,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,mofta'ilon,LSSL,,,mostaf'ilon,LLSL,mofta'ilon,LSSL,mofta'ilon,LSSL,,
26349,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,mofta'ilon,LSSL,,,mostaf'ilon,LLSL,mofta'ilon,LSSL,mafaa'ilon,SLSL,,
26350,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,mofta'ilon,LSSL,,,mostaf'ilon,LLSL,mofta'ilon,LSSL,mostaf'ilon,LLSL,,
26353,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,mofta'ilon,LSSL,,,mostaf'ilon,LLSL,mafaa'ilon,SLSL,mofta'ilon,LSSL,,
26356,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,mofta'ilon,LSSL,,,mostaf'ilon,LLSL,mafaa'ilon,SLSL,mafaa'ilon,SLSL,,
26357,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,mofta'ilon,LSSL,,,mostaf'ilon,LLSL,mafaa'ilon,SLSL,mostaf'ilon,LLSL,,
26360,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,mofta'ilon,LSSL,,,mostaf'ilon,LLSL,mostaf'ilon,LLSL,mofta'ilon,LSSL,,
26363,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,mofta'ilon,LSSL,,,mostaf'ilon,LLSL,mostaf'ilon,LLSL,mafaa'ilon,SLSL,,
26364,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,mofta'ilon,LSSL,,,mostaf'ilon,LLSL,mostaf'ilon,LLSL,mostaf'ilon,LLSL,,
26368,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,maf'oolon,LLL,,,fa'ilaton,SSSL,fa'ilaton,SSSL,maf'oolon,LLL,,
26369,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,maf'oolon,LLL,,,fa'ilaton,SSSL,fa'ilaton,SSSL,fa'oolon,SLL,,
26375,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,maf'oolon,LLL,,,fa'ilaton,SSSL,mofta'ilon,LSSL,maf'oolon,LLL,,
26376,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,maf'oolon,LLL,,,fa'ilaton,SSSL,mofta'ilon,LSSL,fa'oolon,SLL,,
26382,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,maf'oolon,LLL,,,fa'ilaton,SSSL,mafaa'ilon,SLSL,maf'oolon,LLL,,
26383,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,maf'oolon,LLL,,,fa'ilaton,SSSL,mafaa'ilon,SLSL,fa'oolon,SLL,,
26389,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,maf'oolon,LLL,,,fa'ilaton,SSSL,mostaf'ilon,LLSL,maf'oolon,LLL,,
26390,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,maf'oolon,LLL,,,fa'ilaton,SSSL,mostaf'ilon,LLSL,fa'oolon,SLL,,
26396,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,maf'oolon,LLL,,,mofta'ilon,LSSL,fa'ilaton,SSSL,maf'oolon,LLL,,
26397,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,maf'oolon,LLL,,,mofta'ilon,LSSL,fa'ilaton,SSSL,fa'oolon,SLL,,
26403,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,maf'oolon,LLL,,,mofta'ilon,LSSL,mofta'ilon,LSSL,maf'oolon,LLL,,
26404,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,maf'oolon,LLL,,,mofta'ilon,LSSL,mofta'ilon,LSSL,fa'oolon,SLL,,
26410,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,maf'oolon,LLL,,,mofta'ilon,LSSL,mafaa'ilon,SLSL,maf'oolon,LLL,,
26411,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,maf'oolon,LLL,,,mofta'ilon,LSSL,mafaa'ilon,SLSL,fa'oolon,SLL,,
26417,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,maf'oolon,LLL,,,mofta'ilon,LSSL,mostaf'ilon,LLSL,maf'oolon,LLL,,
26418,rajaz_complete,mafaa'ilon,SLSL,fa'ilaton,SSSL,maf'oolon,LLL,,,mofta'ilon,LSSL,mostaf'ilon,LLSL,fa'oolon,SLL,,
